0.0,218,423
0.041708,217,424
0.083416,216,427
0.125125,216,429
0.166833,216,430
0.208541,215,434
0.25025,216,434
0.291958,216,437
0.333666,215,437
0.375375,216,439
0.417083,215,440
0.458791,216,441
0.5005,215,441
0.542208,216,441
0.583916,215,440
0.625625,215,441
0.667333,215,440
0.709041,215,440
0.75075,214,440
0.792458,214,440
0.834166,214,440
0.875875,213,440
0.917583,212,441
0.959291,211,441
1.001,209,441
1.042708,208,442
1.084416,208,442
1.126125,206,442
1.167833,207,442
1.209541,205,442
1.25125,205,443
1.292958,204,442
1.334666,204,443
1.376375,203,443
1.418083,202,444
1.459791,201,444
1.5015,201,444
1.543208,200,444
1.584916,199,444
1.626625,199,445
1.668333,198,445
1.710041,197,445
1.75175,197,445
1.793458,196,446
1.835166,196,446
1.876875,196,445
1.918583,195,446
1.960291,195,446
2.002,194,446
2.043708,194,446
2.085416,194,446
2.127125,193,447
2.168833,193,447
2.210541,192,447
2.25225,192,447
2.293958,191,447
2.335666,191,448
2.377375,190,448
2.419083,189,449
2.460791,189,449
2.5025,188,449
2.544208,187,449
2.585916,186,450
2.627625,186,450
2.669333,185,450
2.711041,185,450
2.75275,185,450
2.794458,185,450
2.836166,185,450
2.877875,184,450
2.919583,184,451
2.961291,184,451
3.003,184,451
3.044708,183,451
3.086416,183,451
3.128125,182,451
3.169833,182,451
3.211541,182,451
3.25325,182,451
3.294958,181,451
3.336666,181,451
3.378375,180,451
3.420083,180,451
3.461791,179,452
3.5035,178,452
3.545208,178,451
3.586916,178,451
3.628625,178,451
3.670333,177,451
3.712041,177,452
3.75375,176,452
3.795458,176,452
3.837166,176,452
3.878875,175,452
3.920583,175,452
3.962291,174,452
4.004,174,451
4.045708,173,451
4.087416,172,451
4.129125,171,451
4.170833,172,451
4.212541,171,451
4.25425,171,451
4.295958,171,451
4.337666,171,451
4.379375,171,451
4.421083,171,451
4.462791,171,451
4.5045,170,451
4.546208,170,451
4.587916,170,452
4.629625,170,452
4.671333,170,452
4.713041,169,452
4.75475,169,452
4.796458,169,452
4.838166,169,452
4.879875,169,453
4.921583,168,453
4.963291,169,453
5.005,168,454
5.046708,167,455
5.088416,166,455
5.130125,166,455
5.171833,166,454
5.213541,166,454
5.25525,166,454
5.296958,166,455
5.338666,166,455
5.380375,166,455
5.422083,165,455
5.463791,165,455
5.5055,166,455
5.547208,165,456
5.588916,165,456
5.630625,164,456
5.672333,164,456
5.714041,164,456
5.75575,163,456
5.797458,163,457
5.839166,163,457
5.880875,163,457
5.922583,162,458
5.964291,162,458
6.006,161,458
6.047708,160,459
6.089416,160,460
6.131125,159,460
6.172833,159,460
6.214541,158,461
6.25625,157,461
6.297958,156,461
6.339666,156,461
6.381375,156,461
6.423083,155,462
6.464791,155,462
6.5065,155,462
6.548208,154,463
6.589916,154,463
6.631625,153,464
6.673333,153,464
6.715041,152,464
6.75675,151,465
6.798458,150,465
6.840166,150,465
6.881875,149,466
6.923583,148,467
6.965291,147,467
7.007,146,467
7.048708,146,467
7.090416,145,468
7.132125,144,468
7.173833,143,468
7.215541,142,469
7.25725,141,470
7.298958,140,470
7.340666,140,470
7.382375,138,471
7.424083,138,471
7.465791,137,472
7.5075,137,471
7.549208,135,472
7.590916,134,472
7.632625,133,472
7.674333,133,473
